CountyName ,Race/Ethnicity,PeopleVaccinated,PeopleFullyVaccinated,TotalVaccinations
Lampasas,White,5787,5068,10805
Lavaca,Asian,61,53,110
Lavaca,Black,363,337,643
Lavaca,Hispanic,1161,1019,2019
Lavaca,Other,737,665,1417
Lavaca,Unknown,633,510,1105
Lavaca,White,6077,5672,11418
Lee,Asian,31,28,61
Lee,Black,682,603,1300
Lee,Hispanic,1562,1339,2732
Lee,Other,1116,970,2176
Lee,Unknown,696,558,1168
Lee,White,4300,3856,8224
Leon,Asian,72,61,130
Leon,Black,453,375,788
Leon,Hispanic,724,591,1240
Leon,Other,1027,898,1996
Leon,Unknown,294,223,493
Leon,White,4623,4090,8248
Liberty,Asian,311,283,573
Liberty,Black,2944,2594,5634
Liberty,Hispanic,13203,11131,23906
Liberty,Other,6014,5227,11776
Liberty,Unknown,2180,1667,3726
Liberty,White,15467,13618,28978
Limestone,Asian,98,91,188
Limestone,Black,1144,988,2095
Limestone,Hispanic,1459,1259,2390
Limestone,Other,1822,1590,3436
Limestone,Unknown,487,389,765
Limestone,White,4505,4003,8441
Lipscomb,Asian,6,6,12
Lipscomb,Hispanic,247,231,463
Lipscomb,Other,69,58,141
Lipscomb,Unknown,163,150,319
Lipscomb,White,490,458,954
Live Oak,Asian,18,14,32
Live Oak,Black,14,11,23
Live Oak,Hispanic,1469,1273,2844
Live Oak,Other,485,444,1002
Live Oak,Unknown,398,343,754
Live Oak,White,1854,1645,3560
Llano,Asian,71,63,131
Llano,Black,43,35,81
Llano,Hispanic,846,714,1532
Llano,Other,1322,1213,2787
Llano,Unknown,1025,904,1872
Llano,White,8331,7519,16115
Loving,Hispanic,8,8,16
Loving,Other,4,4,9
Loving,Unknown,1,1,2
Loving,White,28,19,47
Lubbock,Asian,4301,3862,8251
Lubbock,Black,6729,5690,12196
Lubbock,Hispanic,41903,36461,78005
Lubbock,Other,23422,20550,46497
Lubbock,Unknown,11520,9884,21676
Lubbock,White,64753,57983,123642
Lynn,Asian,7,7,16
Lynn,Black,27,26,56
Lynn,Hispanic,963,839,1804
Lynn,Other,253,231,496
Lynn,Unknown,216,181,420
Lynn,White,957,862,1805
Madison,Asian,48,43,93
Madison,Black,1076,942,1979
Madison,Hispanic,1131,869,1923
Madison,Other,1012,887,1966
Madison,Unknown,215,139,325
Madison,White,2828,2529,5261
Marion,Asian,19,14,32
Marion,Black,823,717,1522
Marion,Hispanic,140,121,257
Marion,Other,583,531,1162
Marion,Unknown,210,158,355
Marion,White,2376,2147,4386
Martin,Asian,2,2,4
Martin,Black,8,8,16
Martin,Hispanic,726,590,1308
Martin,Other,160,140,296
Martin,Unknown,328,237,559
Martin,White,755,637,1402
Mason,Asian,1,1,2
Mason,Black,4,3,8
Mason,Hispanic,346,300,666
Mason,Other,239,229,507
Mason,Unknown,95,84,178
Mason,White,1453,1344,2870
Matagorda,Asian,512,437,956
Matagorda,Black,1321,1168,2564
Matagorda,Hispanic,5916,5039,10879
Matagorda,Other,3456,2874,6676
Matagorda,Unknown,686,476,1114
Matagorda,White,6297,5604,11934
Maverick,Asian,62,49,116
Maverick,Black,45,34,75
Maverick,Hispanic,39130,29490,66702
Maverick,Other,2983,2458,5464
Maverick,Unknown,3326,2249,5532
Maverick,White,7889,5861,13388
McCulloch,Asian,20,16,33
McCulloch,Black,40,39,83
McCulloch,Hispanic,618,556,1208
McCulloch,Other,141,123,278
McCulloch,Unknown,140,108,244
McCulloch,White,2213,1983,4222
McLennan,Asian,2796,2482,5223
McLennan,Black,13636,11754,25181
McLennan,Hispanic,24110,20928,43910
McLennan,Other,16161,14313,31517
McLennan,Unknown,7679,6145,13657
McLennan,White,69595,62001,131243
McMullen,Black,1,1,2
McMullen,Hispanic,110,99,204
McMullen,Other,52,50,102
McMullen,Unknown,13,11,24
McMullen,White,161,148,295
Medina,Asian,154,142,294
Medina,Black,652,618,1243
Medina,Hispanic,9971,8930,18883
Medina,Other,4837,4356,9541
Medina,Unknown,1742,1374,3091
Medina,White,10968,10095,21013
Menard,Asian,1,1,2
Menard,Black,7,7,17
Menard,Hispanic,258,229,537
Menard,Other,74,65,151
Menard,Unknown,31,27,55
Menard,White,737,700,1435
Midland,Asian,1843,1637,3648
Midland,Black,3567,3105,6837
Midland,Hispanic,29410,25222,55943
Midland,Other,9394,8113,18472
Midland,Unknown,4433,3491,7931
Midland,White,30042,26764,59258
Milam,Asian,77,67,154
Milam,Black,770,680,1441
Milam,Hispanic,2201,1964,4163
Milam,Other,1324,1176,2596
Milam,Unknown,801,655,1446
Milam,White,6368,5871,12386
Mills,Asian,11,10,19
Mills,Black,4,3,7
Mills,Hispanic,250,230,485
Mills,Other,130,119,263
Mills,Unknown,273,207,481
Mills,White,1458,1300,2882
Mitchell,Asian,23,23,48
Mitchell,Black,257,246,434
Mitchell,Hispanic,783,695,1467
Mitchell,Other,515,454,925
Mitchell,Unknown,273,243,571
Mitchell,White,1295,1177,2424
Montague,Asian,52,51,103
Montague,Black,19,16,31
Montague,Hispanic,675,556,1176
Montague,Other,765,677,1523
Montague,Unknown,743,641,1381
Montague,White,5239,4507,9910
Montgomery,Asian,11215,10079,21599
Montgomery,Black,14500,12455,27051
Montgomery,Hispanic,81271,68292,146823
Montgomery,Other,62209,55384,123556
Montgomery,Unknown,15862,12216,26374
Montgomery,White,163067,144064,311475
Moore,Asian,221,125,345
Moore,Black,120,59,176
Moore,Hispanic,5441,4315,9747
Moore,Other,1187,905,2176
Moore,Unknown,1174,835,2086
Moore,White,2301,1885,4262
Morris,Asian,19,17,33
Morris,Black,1074,923,1984
Morris,Hispanic,476,402,849
Morris,Other,558,510,1129
Morris,Unknown,335,236,568
Morris,White,3116,2801,5833
Motley,Black,5,4,9
Motley,Hispanic,44,25,67
Motley,Other,137,77,224
Motley,Unknown,13,12,29
Motley,White,239,173,416
Nacogdoches,Asian,486,438,907
Nacogdoches,Black,4150,3514,7416
Nacogdoches,Hispanic,5133,4111,8774
Nacogdoches,Other,3354,2968,6688
Nacogdoches,Unknown,2255,1839,4043
Nacogdoches,White,15322,13500,27858
Navarro,Asian,239,207,459
Navarro,Black,2015,1775,3805
Navarro,Hispanic,4865,4208,9022
Navarro,Other,4094,3530,7847
Navarro,Unknown,2077,1705,3800
Navarro,White,10693,9561,20626
Newton,Asian,21,18,39
Newton,Black,756,677,1451
Newton,Hispanic,75,64,133
Newton,Other,325,290,638
Newton,Unknown,488,403,890
Newton,White,1842,1639,3476
Nolan,Asian,60,53,106
Nolan,Black,195,175,347
Nolan,Hispanic,1886,1720,3354
Nolan,Other,518,456,981
Nolan,Unknown,410,345,769
Nolan,White,3431,3199,6384
Nueces,Asian,4802,4242,8494
Nueces,Black,4883,4173,9118
Nueces,Hispanic,106623,91925,203580
Nueces,Other,26093,22777,52884
Nueces,Unknown,12618,10717,23571
Nueces,White,58873,51812,113187
Ochiltree,Asian,15,13,27
Ochiltree,Black,4,3,6
Ochiltree,Hispanic,1897,1664,3456
Ochiltree,Other,253,214,478
Ochiltree,Unknown,387,365,757
Ochiltree,White,1340,1200,2531
Oldham,Asian,20,16,37
Oldham,Black,7,5,12
Oldham,Hispanic,110,95,200
Oldham,Other,103,94,212
Oldham,Unknown,91,80,175
Oldham,White,447,396,852
Orange,Asian,568,475,1047
Orange,Black,2350,2004,4310
Orange,Hispanic,2118,1760,3881
Orange,Other,5650,5036,11368
Orange,Unknown,1945,1515,3400
Orange,White,19054,16547,36007
Palo Pinto,Asian,103,84,186
Palo Pinto,Black,189,160,350
Palo Pinto,Hispanic,1839,1549,3325
Palo Pinto,Other,1764,1581,3586
Palo Pinto,Unknown,581,511,1084
Palo Pinto,White,6960,6231,13380
Panola,Asian,51,51,94
Panola,Black,1275,1140,2307
Panola,Hispanic,660,586,1204
Panola,Other,1221,1109,2375
Panola,Unknown,457,359,781
Panola,White,4915,4361,9023
Parker,Asian,593,535,1133
Parker,Black,657,581,1232
Parker,Hispanic,6353,5525,11798
Parker,Other,9560,8717,19894
Parker,Unknown,4257,3737,7960
Parker,White,44694,40084,85946
Parmer,Asian,10,7,16
Parmer,Black,13,12,24
Parmer,Hispanic,1549,1354,2769
Parmer,Other,153,128,282
Parmer,Unknown,1474,1356,3069
Parmer,White,674,613,1294
Pecos,Asian,85,79,178
Pecos,Black,289,257,469
Pecos,Hispanic,5537,4877,10912
Pecos,Other,923,787,1579
Pecos,Unknown,1270,1072,2378
Pecos,White,1610,1425,3010
Polk,Asian,159,144,302
Polk,Black,2284,2010,4304
Polk,Hispanic,2348,1960,4242
Polk,Other,3069,2751,6150
Polk,Unknown,1378,1141,2436
Polk,White,13534,11920,25653
Potter,Asian,2009,1647,3771
Potter,Black,3222,2675,5801
Potter,Hispanic,16750,13583,30314
Potter,Other,8419,7225,16309
Potter,Unknown,4331,3426,7973
Potter,White,19683,17074,37556
Presidio,Asian,21,21,42
Presidio,Black,11,8,17
Presidio,Hispanic,4851,4043,9292
Presidio,Other,251,195,472
Presidio,Unknown,269,222,469
Presidio,White,1030,934,1846
Rains,Asian,28,24,52
Rains,Black,77,59,139
Rains,Hispanic,330,282,606
Rains,Other,635,594,1321
Rains,Unknown,236,189,408
Rains,White,3388,2998,6476
Randall,Asian,1168,970,2163
Randall,Black,1253,1035,2257
Randall,Hispanic,9998,8385,18292
Randall,Other,8619,7648,17271
Randall,Unknown,6135,5240,11705
Randall,White,36988,32519,70647
Reagan,Asian,5,3,8
Reagan,Black,11,10,18
Reagan,Hispanic,904,808,1626
Reagan,Other,390,364,747
Reagan,Unknown,108,93,208
Reagan,White,232,211,451
Real,Asian,1,1,2
Real,Black,6,6,12
Real,Hispanic,237,191,438
Real,Other,290,273,648
Real,Unknown,71,45,114
Real,White,1132,1034,2207
Red River,Asian,24,21,40
Red River,Black,606,550,1057
Red River,Hispanic,239,194,420
Red River,Other,905,793,1761
Red River,Unknown,653,594,1332
Red River,White,2562,2291,4730
Reeves,Asian,64,60,138
Reeves,Black,56,42,104
Reeves,Hispanic,11014,4241,15504
Reeves,Other,227,177,445
Reeves,Unknown,2268,1847,4489
Reeves,White,569,475,1075
Refugio,Asian,13,11,26
Refugio,Black,182,168,350
Refugio,Hispanic,1488,1359,2889
Refugio,Other,290,262,600
Refugio,Unknown,571,508,1103
Refugio,White,1315,1170,2537
Roberts,Black,1,1,2
Roberts,Hispanic,16,12,27
Roberts,Other,18,16,37
Roberts,Unknown,24,21,48
Roberts,White,205,193,404
Robertson,Asian,70,59,125
Robertson,Black,1220,1070,2155
Robertson,Hispanic,1285,1099,2304
Robertson,Other,923,827,1820
Robertson,Unknown,347,241,544
Robertson,White,4149,3718,7592
Rockwall,Asian,2043,1783,3874
Rockwall,Black,4132,3557,7791
Rockwall,Hispanic,10031,8377,18217
Rockwall,Other,8940,7909,18187
Rockwall,Unknown,3026,2425,5375
Rockwall,White,35319,30898,67122
Runnels,Asian,19,18,39
Runnels,Black,50,44,93
Runnels,Hispanic,1267,1120,2339
Runnels,Other,310,279,596
Runnels,Unknown,370,320,683
Runnels,White,2629,2452,5156
Rusk,Asian,129,111,237
Rusk,Black,3284,2921,5976
Rusk,Hispanic,2874,2456,5212
Rusk,Other,3208,2816,6232
Rusk,Unknown,1104,927,1953
Rusk,White,11413,10112,21301
Sabine,Asian,18,15,27
Sabine,Black,226,191,410
Sabine,Hispanic,92,82,166
Sabine,Other,503,456,987
Sabine,Unknown,474,401,881
Sabine,White,2714,2398,5041
San Augustine,Asian,11,7,18
San Augustine,Black,852,749,1616
San Augustine,Hispanic,191,148,338
San Augustine,Other,364,299,718
San Augustine,Unknown,287,228,507
San Augustine,White,2019,1781,3892
San Jacinto,Asian,43,41,80
San Jacinto,Black,917,801,1648
San Jacinto,Hispanic,1242,1073,2277
San Jacinto,Other,1455,1304,2934
San Jacinto,Unknown,573,459,989
San Jacinto,White,5919,5265,11073
San Patricio,Asian,518,463,968
San Patricio,Black,422,352,737
San Patricio,Hispanic,17302,14731,32512
San Patricio,Other,4901,4329,9769
San Patricio,Unknown,2111,1719,3832
San Patricio,White,14319,12430,26706
San Saba,Asian,8,8,15
San Saba,Black,69,59,128
San Saba,Hispanic,426,347,763
San Saba,Other,537,480,1018
San Saba,Unknown,90,64,145
San Saba,White,1191,1039,2188
Schleicher,Asian,2,2,4
Schleicher,Black,15,14,26
Schleicher,Hispanic,542,489,1039
Schleicher,Other,87,75,176
Schleicher,Unknown,185,177,339
Schleicher,White,486,459,969
Scurry,Asian,47,35,80
Scurry,Black,269,238,447
Scurry,Hispanic,2664,2217,4803
Scurry,Other,696,594,1169
Scurry,Unknown,503,397,899
Scurry,White,4265,3817,8034
Shackelford,Asian,4,1,5
Shackelford,Black,2,2,4
Shackelford,Hispanic,128,111,259
Shackelford,Other,83,79,177
Shackelford,Unknown,90,79,170
Shackelford,White,920,810,1776
Shelby,Asian,163,147,297
Shelby,Black,1690,1458,3117
Shelby,Hispanic,1408,1126,2402
Shelby,Other,994,854,1892
Shelby,Unknown,837,625,1404
Shelby,White,4807,4149,8957
Sherman,Asian,1,1,2
Sherman,Black,6,6,13
Sherman,Hispanic,513,394,854
Sherman,Other,77,37,115
Sherman,Unknown,150,130,283
Sherman,White,409,320,719
Smith,Asian,2245,2013,4370
Smith,Black,15866,13927,30711
Smith,Hispanic,16596,14050,30612
Smith,Other,12088,10955,25564
Smith,Unknown,11158,9637,20521
Smith,White,52268,46905,103079
Somervell,Asian,41,38,79
Somervell,Black,8,7,16
Somervell,Hispanic,466,420,842
Somervell,Other,732,662,1548
Somervell,Unknown,186,161,356
Somervell,White,2564,2316,4789
Starr,Asian,37,32,69
Starr,Black,20,17,37
Starr,Hispanic,41295,37128,76918
Starr,Other,2396,2016,4510
Starr,Unknown,2051,1808,3790
Starr,White,4198,3694,7827
Stephens,Asian,39,35,73
Stephens,Black,116,107,186
Stephens,Hispanic,533,463,914
Stephens,Other,335,291,583
Stephens,Unknown,312,266,551
Stephens,White,2092,1908,3809
Sterling,Asian,1,0,1
Sterling,Black,5,4,9
Sterling,Hispanic,174,153,338
Sterling,Other,89,78,173
Sterling,Unknown,19,11,30
Sterling,White,238,200,463
Stonewall,Asian,8,8,14
Stonewall,Black,5,5,9
Stonewall,Hispanic,77,67,144
Stonewall,Other,18,16,37
Stonewall,Unknown,86,80,176
Stonewall,White,387,352,742
Sutton,Asian,14,14,27
Sutton,Black,2,2,4
Sutton,Hispanic,920,810,1761
Sutton,Other,118,93,211
Sutton,Unknown,107,90,191
Sutton,White,555,507,1112
Swisher,Asian,10,10,19
Swisher,Black,165,139,244
Swisher,Hispanic,896,802,1538
Swisher,Other,334,276,503
Swisher,Unknown,270,230,503
Swisher,White,1309,1178,2327
Tarrant,Asian,76196,69779,149474
Tarrant,Black,140034,122113,266866
Tarrant,Hispanic,268118,231907,501474
Tarrant,Other,191560,172533,393809
Tarrant,Unknown,45036,35362,78068
Tarrant,White,478102,435095,940188
Taylor,Asian,1303,1125,2485
Taylor,Black,3202,2672,5903
Taylor,Hispanic,11126,9476,20785
Taylor,Other,7688,6767,15567
Taylor,Unknown,7953,7048,15743
Taylor,White,34409,30533,66799
Terrell,Black,4,3,7
Terrell,Hispanic,220,193,456
Terrell,Other,57,46,106
Terrell,Unknown,30,20,48
Terrell,White,146,121,280
Terry,Asian,22,19,43
Terry,Black,132,110,215
Terry,Hispanic,1954,1681,3559
Terry,Other,517,422,880
Terry,Unknown,1373,1253,2636
Terry,White,1438,1285,2694
Throckmorton,Asian,1,1,2
Throckmorton,Black,1,1,2
Throckmorton,Hispanic,41,35,76
Throckmorton,Other,39,34,74
Throckmorton,Unknown,57,48,104
Throckmorton,White,521,460,980
Titus,Asian,153,124,285
Titus,Black,1077,914,2049
Titus,Hispanic,5110,3989,8907
Titus,Other,1400,1238,2810
Titus,Unknown,875,704,1580
Titus,White,5561,4808,10466
Tom Green,Asian,715,650,1396
Tom Green,Black,1509,1340,2947
Tom Green,Hispanic,18625,16910,36979
Tom Green,Other,4804,4238,9804
Tom Green,Unknown,2237,1780,3957
Tom Green,White,28910,26535,59174
Travis,Asian,61873,56316,119119
Travis,Black,37015,32046,68586
Travis,Hispanic,211210,178147,389868
Travis,Other,172003,154369,343629
Travis,Unknown,53703,43469,94014
Travis,White,368375,335728,714700
Trinity,Asian,27,25,49
Trinity,Black,443,374,801
Trinity,Hispanic,443,365,802
Trinity,Other,1478,1302,2918
Trinity,Unknown,555,460,983
Trinity,White,3560,3146,6779
Tyler,Asian,41,36,76
Tyler,Black,1016,905,1931
Tyler,Hispanic,364,317,672
Tyler,Other,1031,895,1997
Tyler,Unknown,614,516,1158
Tyler,White,5061,4596,9835
Upshur,Asian,80,69,153
Upshur,Black,1167,1050,2234
Upshur,Hispanic,1199,997,2168
Upshur,Other,1837,1633,3789
Upshur,Unknown,1038,854,1841
Upshur,White,9508,8451,18262
Upton,Asian,6,6,14
Upton,Black,18,15,33
Upton,Hispanic,608,532,1241
Upton,Other,146,133,320
Upton,Unknown,310,274,674
Upton,White,516,421,1014
Uvalde,Asian,82,74,156
Uvalde,Black,38,31,67
Uvalde,Hispanic,6992,6001,13163
Uvalde,Other,1400,1252,3040
Uvalde,Unknown,803,560,1374
Uvalde,White,5418,4865,10686
Val Verde,Asian,107,90,181
Val Verde,Black,149,114,252
Val Verde,Hispanic,22537,18396,39755
Val Verde,Other,2985,2343,5639
Val Verde,Unknown,2359,1651,3849
Val Verde,White,6743,5566,12507
Van Zandt,Asian,130,110,238
Van Zandt,Black,577,526,1115
Van Zandt,Hispanic,2043,1745,3715
Van Zandt,Other,2289,2066,4595
Van Zandt,Unknown,1653,1373,2925
Van Zandt,White,15038,13561,28428
Victoria,Asian,706,654,1367
Victoria,Black,2011,1800,3923
Victoria,Hispanic,15139,13527,28925
Victoria,Other,6338,5715,12867
Victoria,Unknown,4001,3401,7814
Victoria,White,18190,16465,35447
Walker,Asian,480,408,897
Walker,Black,6736,5824,12521
Walker,Hispanic,4223,3632,7490
Walker,Other,7945,6952,15435
Walker,Unknown,1345,1037,2334
Walker,White,16169,14296,30140
Waller,Asian,540,471,1006
Waller,Black,3062,2680,5741
Waller,Hispanic,7079,6107,12920
Waller,Other,3814,3362,7609
Waller,Unknown,919,698,1560
Waller,White,8984,7960,16841
Ward,Asian,41,35,80
Ward,Black,112,100,203
Ward,Hispanic,2345,1975,4227
Ward,Other,358,326,716
Ward,Unknown,443,385,847
Ward,White,1435,1243,2633
Washington,Asian,347,312,671
Washington,Black,2115,1863,3941
Washington,Hispanic,1967,1705,3618
Washington,Other,3610,3317,7369
Washington,Unknown,929,756,1649
Washington,White,9977,9039,19329
Webb,Asian,620,539,1141
Webb,Black,206,160,342
Webb,Hispanic,170817,140938,305458
Webb,Other,20047,16749,33998
Webb,Unknown,19513,16679,37089
Webb,White,33437,28560,60477
Wharton,Asian,135,116,257
Wharton,Black,2098,1801,3912
Wharton,Hispanic,6611,5586,12055
Wharton,Other,4111,3605,8004
Wharton,Unknown,976,782,1601
Wharton,White,8130,7213,15016
Wheeler,Asian,16,15,30
Wheeler,Black,25,21,44
Wheeler,Hispanic,434,368,765
Wheeler,Other,165,145,349
Wheeler,Unknown,306,272,600
Wheeler,White,1110,1021,2048
Wichita,Asian,1363,1216,2607
Wichita,Black,4315,3747,7726
Wichita,Hispanic,8011,7006,14895
Wichita,Other,7714,6953,15406
Wichita,Unknown,6634,5758,12386
Wichita,White,32592,29746,63343
Wilbarger,Asian,287,271,547
Wilbarger,Black,345,304,628
Wilbarger,Hispanic,1328,1198,2332
Wilbarger,Other,228,189,417
Wilbarger,Unknown,1299,1184,2486
Wilbarger,White,3098,2918,5912
Willacy,Asian,24,22,49
Willacy,Black,180,147,328
Willacy,Hispanic,11270,9797,20493
Willacy,Other,959,777,1804
Willacy,Unknown,699,588,1333
Willacy,White,1415,1238,2716
Williamson,Asian,32672,29567,62767
Williamson,Black,17285,15255,32258
Williamson,Hispanic,67534,59315,127066
Williamson,Other,78957,71315,159754
Williamson,Unknown,24021,19598,42070
Williamson,White,176780,160374,338544
Wilson,Asian,165,154,321
Wilson,Black,354,307,662
Wilson,Hispanic,7014,6273,13252
Wilson,Other,4576,4060,8835
Wilson,Unknown,2172,1818,4016
Wilson,White,12368,11129,23169
Winkler,Asian,33,32,59
Winkler,Black,42,39,75
Winkler,Hispanic,1457,1253,2642
Winkler,Other,189,159,363
Winkler,Unknown,620,551,1227
Winkler,White,795,705,1450
Wise,Asian,223,194,418
Wise,Black,309,274,581
Wise,Hispanic,4732,4079,8659
Wise,Other,2694,2378,5450
Wise,Unknown,1896,1683,3564
Wise,White,17944,16124,33940
Wood,Asian,117,109,221
Wood,Black,709,629,1368
Wood,Hispanic,1424,1262,2633
Wood,Other,3346,3068,6914
Wood,Unknown,1462,1239,2608
Wood,White,13100,11946,24865
Yoakum,Asian,17,14,30
Yoakum,Black,11,10,19
Yoakum,Hispanic,1970,1690,3370
Yoakum,Other,147,99,247
Yoakum,Unknown,666,603,1270
Yoakum,White,838,747,1468
Young,Asian,37,34,68
Young,Black,48,45,90
Young,Hispanic,1201,1070,2166
Young,Other,1752,1559,3418
Young,Unknown,584,512,1125
Young,White,4031,3619,7418
Zapata,Asian,7,5,12
Zapata,Black,2,0,2
Zapata,Hispanic,6745,5938,12238
Zapata,Other,1041,875,1951
Zapata,Unknown,500,467,1007
Zapata,White,763,612,1392
Zavala,Asian,7,6,13
Zavala,Black,16,14,28
Zavala,Hispanic,4407,3883,8627
Zavala,Other,491,429,1028
Zavala,Unknown,359,279,641
Zavala,White,992,874,1989
